Tm,Tgt_20,Rec_20,Ctch%_20,Yds_20,TD_20,%Tgt_20,Tgt_10,Rec_10,Ctch%_10,Yds_10,TD_10,%Tgt_10,Highlights,Player,Year
SFO,1,1,100.00%,10,0,1.30%,0,0,0.00%,0,0,0.00%,All Ronnie Bell red zone receiving plays,Ronnie Bell,2024
MIA,1,0,0.00%,0,0,1.20%,1,0,0.00%,0,0,2.50%,All Braxton Berrios red zone receiving plays,Braxton Berrios,2024
SEA,1,0,0.00%,0,0,1.90%,1,0,0.00%,0,0,3.80%,All Pharaoh Brown red zone receiving plays,Pharaoh Brown,2024
PHI,1,1,100.00%,1,1,1.90%,1,1,100.00%,1,1,4.30%,All Parris Campbell red zone receiving plays,Parris Campbell,2024
MIN,1,1,100.00%,5,0,1.10%,0,0,0.00%,0,0,0.00%,All Ty Chandler red zone receiving plays,Ty Chandler,2024
NYJ,1,0,0.00%,0,0,1.20%,1,0,0.00%,0,0,2.40%,All Irvin Charles red zone receiving plays,Irvin Charles,2024
SEA,1,1,100.00%,12,0,1.90%,0,0,0.00%,0,0,0.00%,All Zach Charbonnet red zone receiving plays,Zach Charbonnet,2024
CLE,1,1,100.00%,5,1,1.80%,1,1,100.00%,5,1,3.70%,All Nick Chubb red zone receiving plays,Nick Chubb,2024
SFO,1,0,0.00%,0,0,1.30%,1,0,0.00%,0,0,2.80%,All Chris Conley red zone receiving plays,Chris Conley,2024
MIA,1,1,100.00%,1,0,1.20%,0,0,0.00%,0,0,0.00%,All Tanner Conner red zone receiving plays,Tanner Conner,2024
MIA,1,1,100.00%,4,0,1.20%,1,1,100.00%,4,0,2.50%,All River Cracraft red zone receiving plays,River Cracraft,2024
ARI,1,1,100.00%,1,1,1.60%,1,1,100.00%,1,1,3.30%,All DeeJay Dallas red zone receiving plays,DeeJay Dallas,2024
BUF,1,0,0.00%,0,0,1.70%,1,0,0.00%,0,0,3.60%,All Zach Davidson red zone receiving plays,Zach Davidson,2024
DET,1,0,0.00%,0,0,1.10%,1,0,0.00%,0,0,2.40%,All Taylor Decker red zone receiving plays,Taylor Decker,2024
PHI,1,0,0.00%,0,0,1.90%,0,0,0,0,0,0.00%,All Jahan Dotson red zone receiving plays,Jahan Dotson,2024
DEN,1,0,0.00%,0,0,1.50%,0,0,0,0,0,0.00%,All Greg Dulcich red zone receiving plays,Greg Dulcich,2024
IND,1,0,0.00%,0,0,1.80%,1,0,0.00%,0,0,4.50%,All Ashton Dulin red zone receiving plays,Ashton Dulin,2024
JAX,1,1,100.00%,6,0,1.70%,1,1,100.00%,6,0,3.30%,All Luke Farrell red zone receiving plays,Luke Farrell,2024
LAC,1,0,0.00%,0,0,2.00%,1,0,0.00%,0,0,4.50%,All Simi Fehoko red zone receiving plays,Simi Fehoko,2024
LAC,1,0,0.00%,0,0,2.00%,1,0,0.00%,0,0,4.50%,All Tucker Fisk red zone receiving plays,Tucker Fisk,2024
CLE,1,1,100.00%,3,0,1.80%,0,0,0.00%,0,0,0.00%,All Jerome Ford red zone receiving plays,Jerome Ford,2024
KAN,1,0,0.00%,0,0,1.00%,1,0,0.00%,0,0,2.20%,All Jody Fortson red zone receiving plays,Jody Fortson,2024
NYJ,1,1,100.00%,1,1,1.20%,1,1,100.00%,1,1,2.40%,All Xavier Gipson red zone receiving plays,Xavier Gipson,2024
DET,1,1,100.00%,7,1,1.10%,1,1,100.00%,7,1,2.40%,All Jared Goff red zone receiving plays,Jared Goff,2024
NWE,1,1,100.00%,16,1,1.80%,0,0,0,0,0,0.00%,All Jamycal Hasty red zone receiving plays,Jamycal Hasty,2024
KAN,1,1,100.00%,11,0,1.00%,0,0,0,0,0,0.00%,All Peyton Hendershot red zone receiving plays,Peyton Hendershot,2024
PIT,1,1,100.00%,16,1,1.80%,0,0,0,0,0,0.00%,All Connor Heyward red zone receiving plays,Connor Heyward,2024
CIN,1,1,100.00%,2,1,0.90%,1,1,100.00%,2,1,1.50%,All Sam Hubbard red zone receiving plays,Sam Hubbard,2024
MIA,1,1,100.00%,6,0,1.20%,1,1,100.00%,6,0,2.50%,All Alec Ingold red zone receiving plays,Alec Ingold,2024
TAM,1,0,0.00%,0,0,1.30%,1,0,0.00%,0,0,2.10%,All Kameron Johnson red zone receiving plays,Kameron Johnson,2024
NYG,1,0,0.00%,0,0,2.30%,1,0,0.00%,0,0,4.20%,All Theo Johnson red zone receiving plays,Theo Johnson,2024
LVR,1,0,0.00%,0,0,1.80%,1,0,0.00%,0,0,3.60%,All Ramel Keyton red zone receiving plays,Ramel Keyton,2024
BAL,1,1,100.00%,2,1,1.60%,1,1,100.00%,2,1,3.30%,All Charlie Kolar red zone receiving plays,Charlie Kolar,2024
NWE,1,1,100.00%,4,1,1.80%,1,1,100.00%,4,1,4.20%,All Vederian Lowe red zone receiving plays,Vederian Lowe,2024
NYG,1,1,100.00%,2,1,2.30%,1,1,100.00%,2,1,4.20%,All Chris Manhertz red zone receiving plays,Chris Manhertz,2024
LVR,1,1,100.00%,0,0,1.80%,1,1,100.00%,0,0,3.60%,All Alexander Mattison red zone receiving plays,Alexander Mattison,2024
LVR,1,1,100.00%,3,0,1.80%,0,0,0,0,0,0.00%,All Sincere McCormick red zone receiving plays,Sincere McCormick,2024
NOR,1,1,100.00%,10,1,2.60%,1,1,100.00%,10,1,7.10%,All Bub Means red zone receiving plays,Bub Means,2024
GNB,1,1,100.00%,1,0,1.40%,0,0,0,0,0,0.00%,All Bo Melton red zone receiving plays,Bo Melton,2024
PIT,1,0,0.00%,0,0,1.80%,0,0,0,0,0,0.00%,All Scott Miller red zone receiving plays,Scott Miller,2024
NOR,1,1,100.00%,4,0,2.60%,0,0,0,0,0,0.00%,All Jordan Mims red zone receiving plays,Jordan Mims,2024
DAL,1,0,0.00%,0,0,1.60%,1,0,0.00%,0,0,3.60%,All Jonathan Mingo red zone receiving plays,Jonathan Mingo,2024
BUF,1,1,100.00%,2,1,1.70%,1,1,100.00%,2,1,3.60%,All Quintin Morris red zone receiving plays,Quintin Morris,2024
KAN,1,1,100.00%,1,1,1.00%,1,1,100.00%,1,1,2.20%,All Wanya Morris red zone receiving plays,Wanya Morris,2024
GNB,1,1,100.00%,4,0,1.40%,1,1,100.00%,4,0,4.00%,All Luke Musgrave red zone receiving plays,Luke Musgrave,2024
DEN,1,1,100.00%,2,1,1.50%,1,1,100.00%,2,1,3.30%,All Bo Nix red zone receiving plays,Bo Nix,2024
TEN,1,0,0.00%,0,0,2.20%,0,0,0,0,0,0.00%,All Bryce Oliver red zone receiving plays,Bryce Oliver,2024
KAN,1,1,100.00%,1,0,1.00%,1,1,100.00%,1,0,2.20%,All Isiah Pacheco red zone receiving plays,Isiah Pacheco,2024
TAM,1,1,100.00%,15,1,1.30%,0,0,0,0,0,0.00%,All Trey Palmer red zone receiving plays,Trey Palmer,2024
HOU,1,0,0.00%,0,0,1.60%,0,0,0,0,0,0.00%,All Dameon Pierce red zone receiving plays,Dameon Pierce,2024
PIT,1,1,100.00%,1,1,1.80%,1,1,100.00%,1,1,4.00%,All MyCole Pruitt red zone receiving plays,MyCole Pruitt,2024
DET,1,1,100.00%,7,1,1.10%,1,1,100.00%,7,1,2.40%,All Kalif Raymond red zone receiving plays,Kalif Raymond,2024
KAN,1,0,0.00%,0,0,1.00%,1,0,0.00%,0,0,2.20%,All Justyn Ross red zone receiving plays,Justyn Ross,2024
DAL,1,0,0.00%,0,0,1.60%,0,0,0.00%,0,0,0.00%,All Luke Schoonmaker red zone receiving plays,Luke Schoonmaker,2024
WAS,1,1,100.00%,1,1,1.50%,1,1,100.00%,1,1,3.10%,All Trenton Scott red zone receiving plays,Trenton Scott,2024
MIN,1,1,100.00%,10,1,1.10%,1,1,100.00%,10,1,2.30%,All Trent Sherfield red zone receiving plays,Trent Sherfield,2024
PHI,1,1,100.00%,4,0,1.90%,1,1,100.00%,4,0,4.30%,All Will Shipley red zone receiving plays,Will Shipley,2024
WAS,1,1,100.00%,3,1,1.50%,1,1,100.00%,3,1,3.10%,All Ben Sinnott red zone receiving plays,Ben Sinnott,2024
DET,1,1,100.00%,9,1,1.10%,1,1,100.00%,9,1,2.40%,All Dan Skipper red zone receiving plays,Dan Skipper,2024
PHI,1,1,100.00%,15,1,1.90%,0,0,0.00%,0,0,0.00%,All Ainias Smith red zone receiving plays,Ainias Smith,2024
KAN,1,1,100.00%,2,0,1.00%,0,0,0,0,0,0.00%,All Carson Steele red zone receiving plays,Carson Steele,2024
HOU,1,0,0.00%,0,0,1.60%,1,0,0.00%,0,0,2.80%,All C.J. Stroud red zone receiving plays,C.J. Stroud,2024
CLE,1,1,100.00%,3,0,1.80%,0,0,0.00%,0,0,0.00%,All Pierre Strong red zone receiving plays,Pierre Strong,2024
SFO,1,0,0.00%,0,0,1.30%,0,0,0.00%,0,0,0.00%,All Patrick Taylor red zone receiving plays,Patrick Taylor,2024
CAR,1,1,100.00%,2,0,1.40%,1,1,100.00%,2,0,3.10%,All Deven Thompkins red zone receiving plays,Deven Thompkins,2024
CAR,1,0,0.00%,0,0,1.40%,0,0,0.00%,0,0,0.00%,All Ian Thomas red zone receiving plays,Ian Thomas,2024
NWE,1,1,100.00%,14,0,1.80%,0,0,0,0,0,0.00%,All Tyquan Thornton red zone receiving plays,Tyquan Thornton,2024
NOR,1,1,100.00%,6,0,2.60%,0,0,0,0,0,0.00%,All Mason Tipton red zone receiving plays,Mason Tipton,2024
LAC,1,0,0.00%,0,0,2.00%,1,0,0.00%,0,0,4.50%,All Eric Tomlinson red zone receiving plays,Eric Tomlinson,2024
DEN,1,1,100.00%,13,0,1.50%,0,0,0.00%,0,0,0.00%,All Blake Watson red zone receiving plays,Blake Watson,2024
NOR,1,0,0.00%,0,0,2.60%,0,0,0.00%,0,0,0.00%,All Jamaal Williams red zone receiving plays,Jamaal Williams,2024
NOR,1,1,100.00%,12,1,2.60%,0,0,0,0,0,0.00%,All Cedrick Wilson red zone receiving plays,Cedrick Wilson,2024
MIA,1,1,100.00%,0,0,1.20%,1,1,100.00%,0,0,2.50%,All Jaylen Wright red zone receiving plays,Jaylen Wright,2024
NYJ,1,1,100.00%,11,1,1.20%,0,0,0,0,0,0.00%,All Kenny Yeboah red zone receiving plays,Kenny Yeboah,2024
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
